symbol,name,reference,footprint,description,keywords,1,2,value,tolerance,voltage,alias
capacitor,capacitor_3n3_200V_chip_0805,C,chip_capacitor_0805,Capacitor 3n3F 200V,"capacitor,smd",1,2,3n3,5%,200V,"08052A332"
capacitor,capacitor_68n_16V_chip_1210,C,chip_capacitor_1210,Capacitor 68nF 16V,"capacitor,smd",1,2,68n,5%,16V,"1210YA683"
capacitor,capacitor_150p_50V_chip_0201,C,chip_capacitor_0201,Capacitor 150pF 50V,"capacitor,smd",1,2,150p,5%,50V,"02015A151"
capacitor,capacitor_330n_10V_chip_1206,C,chip_capacitor_1206,Capacitor 330nF 10V,"capacitor,smd",1,2,330n,5%,10V,"1206ZA334"
capacitor,capacitor_3n3_500V_chip_1210,C,chip_capacitor_1210,Capacitor 3n3F 500V,"capacitor,smd",1,2,3n3,5%,500V,"12107A332"
capacitor,capacitor_22n_16V_chip_0402,C,chip_capacitor_0402,Capacitor 22nF 16V,"capacitor,smd",1,2,22n,5%,16V,"0402YA223"
capacitor,capacitor_680n_100V_chip_1210,C,chip_capacitor_1210,Capacitor 680nF 100V,"capacitor,smd",1,2,680n,5%,100V,"12101A684"
capacitor,capacitor_2n2_50V_chip_0805,C,chip_capacitor_0805,Capacitor 2n2F 50V,"capacitor,smd",1,2,2n2,5%,50V,"08055A222"
capacitor,capacitor_220n_50V_chip_1206,C,chip_capacitor_1206,Capacitor 220nF 50V,"capacitor,smd",1,2,220n,5%,50V,"12065A224"
capacitor,capacitor_22n_500V_chip_1812,C,chip_capacitor_1812,Capacitor 22nF 500V,"capacitor,smd",1,2,22n,5%,500V,"18127A223"
capacitor,capacitor_10u_6.3V_chip_0805,C,chip_capacitor_0805,Capacitor 10uF 6.3V,"capacitor,smd",1,2,10u,5%,6.3V,"08056A106"
capacitor,capacitor_22n_50V_chip_0805,C,chip_capacitor_0805,Capacitor 22nF 50V,"capacitor,smd",1,2,22n,5%,50V,"08055A223"
capacitor,capacitor_470n_16V_chip_1210,C,chip_capacitor_1210,Capacitor 470nF 16V,"capacitor,smd",1,2,470n,5%,16V,"1210YA474"
capacitor,capacitor_4u7_100V_chip_2225,C,chip_capacitor_2225,Capacitor 4u7F 100V,"capacitor,smd",1,2,4u7,5%,100V,"22251A475"
capacitor,capacitor_22n_100V_chip_2220,C,chip_capacitor_2220,Capacitor 22nF 100V,"capacitor,smd",1,2,22n,5%,100V,"22201A223"
capacitor,capacitor_22n_100V_chip_2225,C,chip_capacitor_2225,Capacitor 22nF 100V,"capacitor,smd",1,2,22n,5%,100V,"22251A223"
capacitor,capacitor_1u_25V_chip_1206,C,chip_capacitor_1206,Capacitor 1uF 25V,"capacitor,smd",1,2,1u,5%,25V,"12063A1004"
capacitor,capacitor_2n2_10V_chip_1206,C,chip_capacitor_1206,Capacitor 2n2F 10V,"capacitor,smd",1,2,2n2,5%,10V,"1206ZA222"
